text,relation
"Intriguingly , although tyrosine phosphatase SHP2 negatively regulates IRS , GAB1 and PI3K and AKT signaling , it positively influences ERK activity , which is partly explained by dephosphorylation of the specific sites involved in RasGAP binding .  Downstream targets of EGFR and IR , such as ERK , GSK3 ( glycogen synthase kinase 3 ) or mTOR ( the mammalian target of rapamycin ) , feedback and phosphorylate GAB1 and IRS on serine and threonine residues , which disable tyrosine phosphorylation at sites engaging PI3K , Grb2 , RasGAP or SHP2 .",0
"The binding of NGF to its receptor TrkA can activate the PI3K-Akt signalling pathway , which can inhibit apoptosis and promote cell survival .  The binding of NGF to TrkA triggers the activation of the small GTP binding protein Ras .",0
"showed that only H-Ras and N-Ras , but not K-Ras , can be co-immunoprecipitated with CHMP6 or VPS4A .  These data suggest that efficient binding of CHMP6 and VPS4A to Ras proteins requires the latter to be ubiquitylated and GTP bound and that N- and H-Ras proteins may bind them more efficiently than K-Ras does .",0
"In turn , CHK2 and CHK1 phosphorylate p53 at Ser20 , thereby activating it .  ATM and ATR can also directly phosphorylate p53 at Ser15 , thereby increasing its transactivation activity .",0
"At intermediary cascade level , Akt is able to phosphorylate and inhibit the activity of ASK1 and MLK3 that belong to the MAPKKK upstream activation of JNK , and the final effect is the decrease of ASK1- and MLK3 mediated cell death .  Conversely , the inhibition of PI3K-Akt in cultured cerebellar granule cells ( CGCs ) also decreases ASK1 phosphorylation , but this event is followed by an increase of p38 activity , while JNK remains at control levels .",0
"These results suggest that oncogenic Ras induces phosphorylation of HtrA2 and Omi by increasing the translocation of p38 MAPK into mitochondria in a p53 dependent manner .  Consistent with this , p53R175H diminished Ras induced phosphorylation of HtrA2 and Omi in the mitochondrial fraction .",0
"The ASPP1 N-terminus bound RAS-GTP with a four-fold higher affinity than RAS-GDP (         , compare lanes 4 and 5 ) .  To illustrate that only the N-terminal region of ASPP1 binds RAS , various truncated ASPP1 mutants were constructed .",0
"Our results demonstrate that in vitro , nucleotide-free Ras binds PI3KC2beta and that this complex is refractory to dissociation by guanine nucleotides .  Furthermore , nucleotide-free Ras inhibits the lipid kinase activity of PI3KC2beta suggesting that nucleotide-free Ras plays a negative regulatory role in signaling .",0
"In addition , PI3K interacts with Ras and is directly activated by Ras binding to p110 [  -  ] .  PI3K activation by RTKs such as the PDGFR was also reported to be regulated by Ras .",0
"Although GSK-3 is a downstream target of Akt , it can also interact with TSC2 to regulate mTORC1 .  GSK-3 can also interact with mTORC1 to regulate p70S6K that can indirectly regulate Akt .",0
p38MAPK phosphorylates GSK-3beta at S389 and T390 .  ERK phosphorylation of GSK-3beta at T43 has been proposed to induce a conformational change in GSK-3 which alters its activity .,0
"ASK1 directly interacts with TAK1 ( transforming growth factor-beta-activated kinase 1 ) , a kinase involved in NFB activation in response to inflammatory and cytokine signalling .  ASK1inhibits NFB activation by interfering with the formation of the TRAF6 and TAK1 complex that mediates interleukin-1 induced TAK1 activation .",0
"G protein coupled receptors ( GPCRs ) and receptor tyrosine kinases ( RTKs ) , when activated by ligand , promote guanine nucleotide exchange to form activated Ras and GTP complex .  Neurofibromin inactivates Ras by accelerating the conversion of active Ras-GTP to inactive GDP bound Ras with its Ras-GTPase activity .",1
"Moreover , IL-2 increases telomerase activity in NK lymphoma cells and is associated with a PI3K and Akt-dependent elevation of telomerase activity in HTLV-1-transformed T-cells .  ,      Our group recently demonstrated that IL-2 induces telomerase activity and TERT expression , in both primary cells and cell lines derived from chronic ATL patients , and these responses are accompanied by an increase in tyrosine phosphorylation of JAK1-3 and STAT5 , as well as an association between JAK1 and 2 and STAT5 .",0
"PA is crucial for epidermal growth factor ( EGF ) - induced activation of Ras because of its recruitment of the guanine nucleotide-exchange factor SOS to the plasma membrane .  However , PA seems to also exert effects downstream of Ras where it is necessary to allow Ras binding to Raf-1 .",0
"mTOR phosphorylates and activates the translational machinery proteins : eukaryotic translation initiation factor 4E- ( eIF-4E - ) binding protein ( 4E-BP1 ) and p70 S6 kinase .  Upon phosphorylation , 4E-BP1 no longer interacts with and represses eIF-4E , and p70 S6  phosphorylates and activates the 40 S ribosomal protein .",1
"Downregulation of Gal-3 in MPanc96 pancreatic cancer cells was associated with decreased phosphorylation of AKT , ERK1 and 2 and also RalA-GTP activity (         , left panel ) .  Silencing Gal-3 also reduced known Ras target genes including beta-catenin , cyclin D1 and C-MYC , In contrast , up regulation of Gal-3 in BXPC-3 cells with low basal Gal-3 expression increased phosphorylation of AKT , ERK1 and 2 , and RalA activity as well as the expression of beta-catenin , cyclinD1 and C-MYC ( right panel ) .",0
"Besides MST1 , Rassf1a interacts with modulator of apoptosis 1 ( MOAP1 ) , a proapoptotic kinase known to bind to Bax , thus modulating its activity .  This interaction is stimulated by the presence of G12V KRas , resulting in an enhancement of cell death .",0
"Furthermore , EP receptors , upon PGE2 binding , activate a cytoplasmic G protein coupled receptor , Gs , which interacts with axin .  Gs and axin complex prevents axin from interacting with APC and GSK -3 beta and thus beta-catenin is stabilized by remaining non ubiquitinated and is able to carry out its transcription activity .",0
"To test this prediction , the binding of PI3K and SHP2 to GAB1 and of PI3K to IRS4 ( the major IRS protein in these cells  was measured by immunoprecipitation analysis following stimulation of HEK293 cells with EGF , insulin and their combination .  The data confirm that insulin-EGF co-stimulation increased the PI3K and GAB1 complex concentration at 30 s and 1.5 min , whereas the post-peak levels were decreased compared with EGF only stimulation , in agreement with in silico predictions (         , right panel ) .",0
"Through ERalpha and ERbeta , estrogen differentially affects Nrf2 activation , and hence it has been shown that estrogen inhibits Nrf2 activity , resulting in augmented genotoxicity .  This inhibition can result from physical interactions between ERalpha and Nrf2 ,    from competitive binding of ERalpha and the histone deacetylase SIRT1 to the promoter of Nrf2 inducible genes like NQO1 ,   or from interference with p300 recruitment leading to histone acetylation of Nrf2 target genes .",2
"Akt interacts with Raf and phosphorylates it at Ser259 .  Furthermore , phosphorylation of Raf by Akt inhibits activation of the Raf-MEK-ERK signaling pathway and has been shown to alter the cellular response in a human breast cancer cell line from cell cycle arrest to proliferation .",0
"Akt interacts with Raf and phosphorylates it at Ser259 .  Furthermore , phosphorylation of Raf by Akt inhibits activation of the Raf-MEK-ERK signaling pathway and has been shown to alter the cellular response in a human breast cancer cell line from cell cycle arrest to proliferation .",1
"Direct or indirect interaction of both transcription factors cJun and AP -1 and HIF-1alpha might be a general mechanism for the regulation at least for some of the known hypoxia inducible genes .  In line with this , in immunoprecipitation studies we were able to co-immunoprecipitate HIF-1alpha with antibodies against cJun and vice versa , indicating that HIF-1alpha binds to cJun and AP -1 [ Kunz et al. , submitted ] .",0
"For example , it has been reported that Grb2 and Shc bind to activated EGFR via their phosphotyrosine residues and function as adaptors of downstream signaling .  They are recruited to endosomes during stimulation by EGF where they form complexes with endocytosed EGFR and activate Ras signaling ( see the list of references for EGFR Pathway Map ) .",2
Shc binds to activated EGFR and is phosphorylated on its tyrosine 317 .  Grb2 binds to activated EGFR either directly or via Shc bound to activated EGFR .,0
"Grb2 binds to activated EGFR either directly or via Shc bound to activated EGFR .  Gab1 also binds to activated EGFR either directly or via Grb2 bound to activated EGFR , and is phosphorylated on its tyrosine 446 , 472 , and 589 .",0
"Grb2 binds to activated EGFR either directly or via Shc bound to activated EGFR .  Gab1 also binds to activated EGFR either directly or via Grb2 bound to activated EGFR , and is phosphorylated on its tyrosine 446 , 472 , and 589 .",0
"Gab1 also binds to activated EGFR either directly or via Grb2 bound to activated EGFR , and is phosphorylated on its tyrosine 446 , 472 , and 589 .",0
"Specifically , Raf-1 can inhibit ASK1 ( apoptosis signal regulated kinase 1 ) upstream of p38 and JNK ( Jun N-terminal kinase ) .  ASK1 phosphorylates JNK in response to stress , resulting in activation of c-Jun and stimulation of apoptosis , indicating that the coordinate up regulation of RAF1 and down regulation of JUN may provide a potent anti-apoptotic effect in BT.siMUC1 .",0
"Several studies have indicated the presence of an association between RASSF1 and Ras proteins .  For instance , Ras binds RASSF1C in a GTP dependent manner to mediate apoptosis .",0
"For instance , Ras binds RASSF1C in a GTP dependent manner to mediate apoptosis .  Because RASSF1A has the identical Ras associate domain as RASSF1C , RASSF1A may bind Ras in the same manner as RASSF1C .",0
"As shown in         , expression of Myr-R-RasGAP completely blocked the fibronectin induced FAK phosphorylation , whereas R-Ras-QL markedly stimulated FAK phosphorylation independent of fibronectin , indicating that endogenous R-Ras activity is also required for ECM mediated FAK phosphorylation .",0
"As shown in         , expression of Myr-R-RasGAP completely blocked the fibronectin induced FAK phosphorylation , whereas R-Ras-QL markedly stimulated FAK phosphorylation independent of fibronectin , indicating that endogenous R-Ras activity is also required for ECM mediated FAK phosphorylation .",0
"As shown in         , expression of Myr-R-RasGAP completely blocked the fibronectin induced FAK phosphorylation , whereas R-Ras-QL markedly stimulated FAK phosphorylation independent of fibronectin , indicating that endogenous R-Ras activity is also required for ECM mediated FAK phosphorylation .",0
"DA-Raf1 bound not only to M-Ras ( G22V ) but also to H-Ras ( both wild type and a constitutively active G12V mutant ) , whereas it did not bind to their dominant negative mutants M Ras ( S27N ) and H-Ras ( S17N ) , as determined by a two-hybrid binding assay .  A pull-down assay also showed that GST tagged DA-Raf1 bound to the constitutively active mutants of M-Ras and H-Ras as well as v-K-Ras but not to their dominant negative mutants .",0
"DA-Raf1 bound not only to M-Ras ( G22V ) but also to H-Ras ( both wild type and a constitutively active G12V mutant ) , whereas it did not bind to their dominant negative mutants M Ras ( S27N ) and H-Ras ( S17N ) , as determined by a two-hybrid binding assay .  A pull-down assay also showed that GST tagged DA-Raf1 bound to the constitutively active mutants of M-Ras and H-Ras as well as v-K-Ras but not to their dominant negative mutants .",0
"DA-Raf1 bound not only to M-Ras ( G22V ) but also to H-Ras ( both wild type and a constitutively active G12V mutant ) , whereas it did not bind to their dominant negative mutants M Ras ( S27N ) and H-Ras ( S17N ) , as determined by a two-hybrid binding assay .",0
"DA-Raf1 was not coimmunoprecipitated with H-Ras in myoblasts .  As differentiation proceeded , however , DA-Raf1 was coimmunoprecipitated with H-Ras at the level similar to that in the brain .",0
"As differentiation proceeded , however , DA-Raf1 was coimmunoprecipitated with H-Ras at the level similar to that in the brain .  In contrast , B-Raf was coimmunoprecipitated with H-Ras in myoblasts , and the amounts of precipitated B-Raf decreased as differentiation proceeded .",0
"In particular , RLIP76 binding to R-Ras was direct and specific for the GTP bound form of R-Ras .",2
"RLIP76 binds R-Ras , but not the closely related Ras proteins H-Ras or Rap-1 .  This distinguishes RLIP76 from effectors such as Raf-1 , RalGDS , PI3-kinase , and NORE1 that bind to multiple Ras family members .",0
"This finding is consistent with earlier structure-function studies in which the RLIP76 RBD did not bind to Ras .  Indeed , the RBD is predicted to form a coiled coil , unlike the ubiquitin fold common to RBDs , suggesting that RLIP76 interacts with R-Ras through a structural mechanism that is distinct from the canonical interactions of Ras proteins with effectors .",0
"We show that RLIP76 directly binds R-Ras in a GTP dependent manner , but does not interact with the closely related Ras isotypes H-Ras or Rap1A , confirming that RLIP76 is an authentic effector with relative R-Ras specificity .  Furthermore , RLIP76 mediates the effect of R-Ras on cell spreading and migration by functioning as a key link in a cascade of small GTPases in which RLIP76 binding to R-Ras capacitates adhesion mediated activation of Arf6 GTPase .",0
"Mechanistically , NADPH appeared to promote CaMKII mediated phosphorylation of caspase-2 to prevent its ability to initiate mitochondrial disruption , release of cytochrome c , and activation of caspase 3 .",0
"Using human melanoma A375 cells we showed that A 3  adenosine receptor stimulation results in PI3K dependent phosphorylation of Akt .  We found that serum deprived A375 melanoma cells had no basal Akt phosphorylation , whereas the A 3  receptor agonist Cl-IB-MECA treatment resulted in the phosphorylation of Akt at the Ser 573 phosphorylation site .",0
"A 3  adenosine receptor stimulates PI3K dependent phosphorylation of Akt , leading to the reduction of basal levels of ERK1 and 2 phosphorylation that , in turn , inhibits cell proliferation",0
PTEN also inhibited MEK1 phosphorylation stimulated by either PDGF or FBS in U-87MG cells           .,0
"We compared  the effects of PTEN on FAK phosphorylation levels in  these same cell lines , since we recently found that PTEN  dephosphorylates FAK in vivo and in vitro and inhibits  FAK phosphorylation stimulated by FN .",0
"We compared  the effects of PTEN on FAK phosphorylation levels in  these same cell lines , since we recently found that PTEN  dephosphorylates FAK in vivo and in vitro and inhibits  FAK phosphorylation stimulated by FN .  In this study , we observed that wild-type PTEN  inhibited FAK phosphorylation stimulated by EGF ,  whereas phosphatase inactive mutant PTEN permitted  the induction of FAK phosphorylation         .",0
"We compared  the effects of PTEN on FAK phosphorylation levels in  these same cell lines , since we recently found that PTEN  dephosphorylates FAK in vivo and in vitro and inhibits  FAK phosphorylation stimulated by FN .  In this study , we observed that wild-type PTEN  inhibited FAK phosphorylation stimulated by EGF ,  whereas phosphatase inactive mutant PTEN permitted  the induction of FAK phosphorylation         .",0
"We compared  the effects of PTEN on FAK phosphorylation levels in  these same cell lines , since we recently found that PTEN  dephosphorylates FAK in vivo and in vitro and inhibits  FAK phosphorylation stimulated by FN .  In this study , we observed that wild-type PTEN  inhibited FAK phosphorylation stimulated by EGF ,  whereas phosphatase inactive mutant PTEN permitted  the induction of FAK phosphorylation         .",0
"We compared  the effects of PTEN on FAK phosphorylation levels in  these same cell lines , since we recently found that PTEN  dephosphorylates FAK in vivo and in vitro and inhibits  FAK phosphorylation stimulated by FN .  In this study , we observed that wild-type PTEN  inhibited FAK phosphorylation stimulated by EGF ,  whereas phosphatase inactive mutant PTEN permitted  the induction of FAK phosphorylation         .",0
"In this study , we observed that wild-type PTEN  inhibited FAK phosphorylation stimulated by EGF ,  whereas phosphatase inactive mutant PTEN permitted  the induction of FAK phosphorylation         .",0
"Ras has been suggested as an initial component in common between integrin- and growth factor mediated MAP  kinase signaling pathways .  Therefore , we speculated that  the ability of PTEN inhibit both integrin- and growth factor mediated MAP kinase signaling pathways might be  due to PTEN inhibiting Ras activation .",2
"However , quantities of EGF receptor associated with Shc               showed no detectable differences between control and PTEN expressing cells , consistent with the finding that PTEN does not inhibit EGF  receptor phosphorylation .  PTEN also inhibited Shc phosphorylation stimulated by FN binding to integrins ( data  not shown ) .",0
"However , quantities of EGF receptor associated with Shc               showed no detectable differences between control and PTEN expressing cells , consistent with the finding that PTEN does not inhibit EGF  receptor phosphorylation .",0
The effect of R-Ras on PI3K  possibly is direct since it has been shown that R-Ras binds  to PI3K in vitro and activates PI3K in Cos-7 cells .,0
"Two lines of our evidence shown here support the proposed model that PLC-gamma , after being activated upon antigen receptor engagement , generates DAG in the plasma membrane , thereby facilitating membrane recruitment of RasGRPs and its subsequent interaction with Ras .",1
Direct phosphorylation of Raf by PKC is also involved in ERK activation by the G i  protein coupled leukotriene ( LT ) D 4  receptor in intestinal epithelial cells .,0
Studies performed in rat embryonic hippocampal cells indicated that PKCzeta can phosphorylate the Raf kinase inhibitory protein ( RKIP ) resulting in dissociation of the Raf1 and RKIP complex ( Corbit et al. ) .,1
"Recent studies have demonstrated that culturing cells in low glucose causes cell cycle arrest , which is mediated by AMPK in a p53 dependent manner and involves AMPK phosphorylation of p53 at Ser15 ( human sequence ; Figure  ) .",0
"In response to mitogenic stimulation , the KSR and MEK complex is recruited from the cytosol to the cell membrane , where it can now interact with activated Raf-1 and ERK to facilitate the signal flux through the kinase module Raf -- > MEK -- > ERK .",1
"Importantly , siRNA mediated knockdown of Mdm2 significantly reduced hydrogen peroxide induced mono-ubiquitination of FOXO4 .",0
"Low amounts of Mdm2 transfected induced a reproducible increase in FOXO4 transcriptional activity on two different FOXO responsive reporters (        ( 6xDBE-luciferase ) and         ( p27-luciferase ) ) , consistent with the notion that Mdm2 can induce mono-ubiquitination of FOXO4 .",0
Yang et al. also implicated a role for ERK in the regulation of FOXO3a by Mdm2 and provide evidence that FOXO3a phosphorylation by ERK through an unknown mechanism induces Mdm2 binding to FOXO3a     .,1
"Furthermore , in vivo co-expression of Mdm2 and FOXO induces FOXO mono-ubiquitination and consistent with this result , siRNA mediated depletion of Mdm2 inhibits mono-ubiquitination of FOXO induced by hydrogen peroxide .",0
"Tax1 activates a variety of cellular genes through its interactions with CREB and ATF proteins , for example those encoding interleukin 17 or c-fos .  Conversely , Tax1 also represses expression of genes like cyclin A , p53 and c-myb by targeting CREB and ATF factors [  -  ] .",0
"Depending on the cell type , Tax1 mutants deficient for CREB activation are incompetent for transformation or induction of aneuploidy [  -  ] .  Tax1 activates a variety of cellular genes through its interactions with CREB and ATF proteins , for example those encoding interleukin 17 or c-fos .  Conversely , Tax1 also represses expression of genes like cyclin A , p53 and c-myb by targeting CREB and ATF factors [  -  ] .",0
Nuclear import and export of Tax1 are both carrier and energy independent but relies on the interaction between Tax1 and the p62 nucleoporin .  This interaction is mediated by the aminoterminal zinc-finger motif of Tax1 .,0
"Furthermore , another study showed that caveolin binds to c-Src , although it will not bind mutationally activated v-Src .  In addition , binding of caveolin-1 or caveolin-3 inhibited the auto-phosphorylation and activation of c-Src and the related Src family tyrosine kinase Fyn .",0
"They showed that , although the PDGFR was located in the caveolin rich , caveolae and raft fraction , it coimmunoprecipitated with CD55 , a marker of non caveolar rafts , and only 3 % co-immunoprecipitated with caveolin .  Following treatment with PDGF , the PDGFR that co-immunoprecipitated with CD55 was of a molecular weight consistent with tyrosine phosphorylation ; little PDGFR precipitated with caveolin .",0
"Although it possesses an RA domain , similar to the RASSF1 situation          it is a somewhat controversial issue as to whether RASSF6 directly or indirectly binds Ras proteins ; one study reported that RASSF6 interacts directly with K-Ras in a GTP dependent manner with an affinity comparable to that of other known Ras effectors       yet another study reported it does not bind K-Ras , H-Ras , N-Ras , M-Ras , or TC21 under the conditions that NORE1 binds these Ras proteins      .",0
"The RASSF1A mediated regulation of Cdc20 during mitosis also appeared to be independent of Mad2 and Emi1 ( potent negative regulators of Cdc20 during mitotic progression ) , implying that RASSF1A acts in early prometaphase ( after Emi1 destruction and before activation of the Mad2 dependent spindle checkpoint ) to prevent the degradation of mitotic cyclins and to delay mitotic progression beyond metaphase ( APC is inhibited by sequestration of Cdc20 by Emi1 during S , G 2 , and prophase , then during prometaphase , RASSF1A takes on the role of the Cdc20 regulator )          .  RASSF1A 's inhibition of APC-Cdc20 activity during mitosis was subsequently shown to be regulated by RASSF1A binding protein 1 ( RBP1 ; previously termed C19ORF5 ) , as RNAi mediated depletion of RBP1 prevented both the localization of RASSF1A to the spindle poles and it 's binding to Cdc20 , resulting in premature destruction of mitotic cyclins and acceleration of mitotic progression      .",0
"Since CNK1 can bind RASSF1A or RASSF1C ( but not NORE1 )       and RASSF1A can interact with MST1 and 2     , it was proposed that RASSF1A may provide the mechanism linking the two proteins .  Indeed , deletion of the C-terminal ( RASSF1 interacting ) region of MST1 prevented its interaction with CNK1 and despite the fact that both RASSF1A and RASSF1C can interact with CNK1 , only RASSF1A is able to augment CNK induced apoptosis      .",0
"Since CNK1 can bind RASSF1A or RASSF1C ( but not NORE1 )       and RASSF1A can interact with MST1 and 2     , it was proposed that RASSF1A may provide the mechanism linking the two proteins .  Indeed , deletion of the C-terminal ( RASSF1 interacting ) region of MST1 prevented its interaction with CNK1 and despite the fact that both RASSF1A and RASSF1C can interact with CNK1 , only RASSF1A is able to augment CNK induced apoptosis      .",0
"Ras activates p110gamma at the level of the membrane , by allosteric modulation and and or reorientation of the p110gamma , implying that Ras can activate p110gamma without its membrane translocation .  This view is supported by structural work that has suggested binding of Ras to p110gamma results in a change in the structure of the catalytic pocket .",0
"Paradoxically , rapamycin also concurrently increased the phosphorylation of both Akt and eIF4E .  The rapamycin induced phosphorylation of Akt and eIF4E was suppressed by LY294002 , suggesting the requirement of PI3K in this process .",0
"Work by another group showed that insulin or IGF-I stimulated phosphorylation of tuberin , which was inhibited by the PI3K inhibitor LY294002 .  Expression of constitutively active PI3K or active Akt induced tuberin phosphorylation .",0
"Work by another group showed that insulin or IGF-I stimulated phosphorylation of tuberin , which was inhibited by the PI3K inhibitor LY294002 .",0
"Work by another group showed that insulin or IGF-I stimulated phosphorylation of tuberin , which was inhibited by the PI3K inhibitor LY294002 .  Expression of constitutively active PI3K or active Akt induced tuberin phosphorylation .",0
"Akt also inhibited tuberin mediated degradation of p27 ( KIP1 ) , thereby promoting CDK2 activity and cellular proliferation .  These results confirmed that tuberin is a direct physiological substrate of Akt and that phosphorylation of tuberin by PI3K and Akt is a major mechanism controlling hamartin-tuberin function .",0
"FKHR was ubiquitinated in vivo and in vitro , and insulin enhances the ubiquitination in the cells .  In addition , the signal to FKHR degradation from insulin was shown to be mediated by the PI3K pathway , and the mutation of FKHR at the serine or threonine residues phosphorylated by Akt inhibited the ubiquitination in vivo and in vitro .",0
"In addition , PI3K interacts with Ras and is directly activated by Ras binding to p110 [  -  ] .  PI3K activation by RTKs such as the PDGFR was also reported to be regulated by Ras .",0
"In addition , PI3K interacts with Ras and is directly activated by Ras binding to p110 [  -  ] .  PI3K activation by RTKs such as the PDGFR was also reported to be regulated by Ras .",0
"In this complex , DNA bound REST interacts with Sin3 and CoREST , each of which bind HDAC1 and HDAC2 to repress transcription .  Like the MTA components of NuRD , the SANT domains of CoREST stimulate HDAC1 and HDAC2 activities .",0
"In this complex , DNA bound REST interacts with Sin3 and CoREST , each of which bind HDAC1 and HDAC2 to repress transcription .",1
"In Drosophila , SMRTER interacts with the beta-propeller protein Ebi and TBL1 , which binds to HDAC3 and deacetylates histones associated with Snail target genes , leading to their transcriptional repression in the embryonic mesoderm .",1
"In Drosophila , SMRTER interacts with the beta-propeller protein Ebi and TBL1 , which binds to HDAC3 and deacetylates histones associated with Snail target genes , leading to their transcriptional repression in the embryonic mesoderm .  The SMRTER and Ebi complex also acts in association with CSL in the Drosophila eye imaginal disc , where , intriguingly , it antagonises Notch mediated activation of charlatan , which encodes a homologue of the REST zinc finger protein .",0
"Second , IRS1-6 docking proteins , when phosphorylated by IR , bind preferably PI3K , whereas their binding to Grb2-SOS is weak .",0
"Although it is not immediately obvious , the simulations predict that following co-stimulation with insulin and EGF , the amount of GAB1 bound PI3K will increase ( compared with EGF stimulation ) only on a short time scale (         , blue dashed lines versus green dotted lines ) , whereas the post-peak concentration of GAB1 bound PI3K will decrease owing to dephosphorylation of GAB1 phosphotyrosines by GAB1 bound SHP2 and the competitive recruitment of PI3K by phosphorylated IRS .  To test this prediction , the binding of PI3K and SHP2 to GAB1 and of PI3K to IRS4 ( the major IRS protein in these cells  was measured by immunoprecipitation analysis following stimulation of HEK293 cells with EGF , insulin and their combination .",0
"Although it is not immediately obvious , the simulations predict that following co-stimulation with insulin and EGF , the amount of GAB1 bound PI3K will increase ( compared with EGF stimulation ) only on a short time scale (         , blue dashed lines versus green dotted lines ) , whereas the post-peak concentration of GAB1 bound PI3K will decrease owing to dephosphorylation of GAB1 phosphotyrosines by GAB1 bound SHP2 and the competitive recruitment of PI3K by phosphorylated IRS .",0
"Although it is not immediately obvious , the simulations predict that following co-stimulation with insulin and EGF , the amount of GAB1 bound PI3K will increase ( compared with EGF stimulation ) only on a short time scale (         , blue dashed lines versus green dotted lines ) , whereas the post-peak concentration of GAB1 bound PI3K will decrease owing to dephosphorylation of GAB1 phosphotyrosines by GAB1 bound SHP2 and the competitive recruitment of PI3K by phosphorylated IRS .  To test this prediction , the binding of PI3K and SHP2 to GAB1 and of PI3K to IRS4 ( the major IRS protein in these cells  was measured by immunoprecipitation analysis following stimulation of HEK293 cells with EGF , insulin and their combination .",0
"Although it is not immediately obvious , the simulations predict that following co-stimulation with insulin and EGF , the amount of GAB1 bound PI3K will increase ( compared with EGF stimulation ) only on a short time scale (         , blue dashed lines versus green dotted lines ) , whereas the post-peak concentration of GAB1 bound PI3K will decrease owing to dephosphorylation of GAB1 phosphotyrosines by GAB1 bound SHP2 and the competitive recruitment of PI3K by phosphorylated IRS .  To test this prediction , the binding of PI3K and SHP2 to GAB1 and of PI3K to IRS4 ( the major IRS protein in these cells  was measured by immunoprecipitation analysis following stimulation of HEK293 cells with EGF , insulin and their combination .",0
"To test this prediction , the binding of PI3K and SHP2 to GAB1 and of PI3K to IRS4 ( the major IRS protein in these cells  was measured by immunoprecipitation analysis following stimulation of HEK293 cells with EGF , insulin and their combination .  The data confirm that insulin-EGF co-stimulation increased the PI3K and GAB1 complex concentration at 30 s and 1.5 min , whereas the post-peak levels were decreased compared with EGF only stimulation , in agreement with in silico predictions (         , right panel ) .",0
"To test this prediction , the binding of PI3K and SHP2 to GAB1 and of PI3K to IRS4 ( the major IRS protein in these cells  was measured by immunoprecipitation analysis following stimulation of HEK293 cells with EGF , insulin and their combination .  The data confirm that insulin-EGF co-stimulation increased the PI3K and GAB1 complex concentration at 30 s and 1.5 min , whereas the post-peak levels were decreased compared with EGF only stimulation , in agreement with in silico predictions (         , right panel ) .",0
"The membrane recruited and subsequently tyrosine phosphorylated GAB1 and IRS influence the Ras and ERK and PI3K and AKT pathways in multiple ways .  They bind p85 , the regulatory subunit of PI3K , and alleviate the intrinsic inhibition of PI3K , which further increases PIP 3  production , thereby generating a positive feedback and a crosstalk point between EGFR and IR .  Both GAB1 and IRS can recruit Grb2-SOS , leading to Ras activation , or can bind the GTPase activating protein RasGAP , which catalyzes Ras deactivation .",0
"Intriguingly , although tyrosine phosphatase SHP2 negatively regulates IRS , GAB1 and PI3K and AKT signaling , it positively influences ERK activity , which is partly explained by dephosphorylation of the specific sites involved in RasGAP binding .  Downstream targets of EGFR and IR , such as ERK , GSK3 ( glycogen synthase kinase 3 ) or mTOR ( the mammalian target of rapamycin ) , feedback and phosphorylate GAB1 and IRS on serine and threonine residues , which disable tyrosine phosphorylation at sites engaging PI3K , Grb2 , RasGAP or SHP2 .",0
"Using purified recombinant proteins , we demonstrated that HDAC7 potently stimulates PML sumoylation with Sumo-1 in a reconstituted system .  More importantly , knockdown of HDAC7 abrogates basal and TNFalpha induced PML sumoylation and reduces PML protein levels and PML NB formation   .",0
"Using purified recombinant proteins , we demonstrated that HDAC7 potently stimulates PML sumoylation with Sumo-1 in a reconstituted system .  More importantly , knockdown of HDAC7 abrogates basal and TNFalpha induced PML sumoylation and reduces PML protein levels and PML NB formation   .",0
The human papilloma oncoprotein E7 directly interacts with PML and blocks PML mediated cellular senescence .,1
"HK II effectively binds to the mitochondrial VDAC and this process is activated by protein kinase B or Akt ( PKB and Akt ) , which blocks the activity of glycogen synthase kinase 3beta ( GSK3beta ) , an inhibitor of HK binding to VDAC .",0
"However , unlike the Fas-FasL system , binding of TNFalpha to TNFR1 is not sufficient to initiate apoptosis .  Binding of TNFalpha to TNFR2 induces IkappaB phosphorylation and degradation and activates Nuclear Factor kappaB ( NFkappaB ) , which in turn regulates TNFalpha induced apoptosis by inducing the expression of genes which modulate apoptotic pathways ( e.g. IAPs and FLIP ) .",0
"Ras is activated by Ras guanine nucleotide exchange factor mSOS , which binds the SH3 domain of the adaptor Grb2 .  Grb2 couples the Ras and mSOS complex to the IR or IGF-IR by binding both to phosphorylated Shc and IRS proteins .",0
"After activation , Ras recruits to the membrane and activates the serine and threonine kinase Raf , which phosphorylates the dual specificity kinase MEK that in turn phosphorylates and activates ERK1 and 2 kinases .  Inactive ERK1 and 2 is mainly located in the cytoplasm where it forms a MEK and ERK heterodimer .",0
"In some cell contexts PPAR-gamma  ligands reduce MEK1 and 2 protein expression ( A ) and inhibit ERK1 and 2 phosphorylation ( B ) .  However , in other cell systems , PPAR-gamma  agonists may activate ERK1 and 2 ( C ) .",0
Alternative mechanisms of interaction between PPAR-gamma and MAPK and PI3K pathways include ( D ) ERK mediated PPAR-gamma phosphorylation at Ser84 and 114 ; ( E ) MEK1 and 2-dependent PPAR-gamma nuclear export followed by PPAR-gamma degradation ; ( F ) PTEN upregulation ; ( G ) mTOR downregulation via activation of AMPK ; ( H ) inhibition of p70S6K phosphorylation .,0
"E2F is a transcription factor that targets the cyclin E gene and upregulates it .  The cyclin E gene product binds to CDK2 and forms the cyclinE-CDK2 holoenzyme , which then completes the phosphorylation and inactivation of RB .",1
